timestamp,price
2025-04-10 00:00:00,82622.17029546302
2025-04-11 00:00:00,79596.35732250768
2025-04-12 00:00:00,83439.28818043756
2025-04-13 00:00:00,85305.09728392666
2025-04-14 00:00:00,83600.82010054543
2025-04-15 00:00:00,84523.4524914945
2025-04-16 00:00:00,83656.49248858042
2025-04-17 00:00:00,84105.77942167096
2025-04-18 00:00:00,84930.90857600998
2025-04-19 00:00:00,84433.75017215389
2025-04-20 00:00:00,85126.66244301842
2025-04-21 00:00:00,85073.16544858096
2025-04-22 00:00:00,87452.04699068287
2025-04-23 00:00:00,93576.16588573981
2025-04-24 00:00:00,93605.45230873208
2025-04-25 00:00:00,93872.81422867288
2025-04-26 00:00:00,94773.11200643536
2025-04-27 00:00:00,94644.06637120107
2025-04-28 00:00:00,93809.33781968223
2025-04-29 00:00:00,95030.60645474444
2025-04-30 00:00:00,94256.35946318062
2025-05-01 00:00:00,94235.75331048167
2025-05-02 00:00:00,96426.94522273027
2025-05-03 00:00:00,96855.5681343944
2025-05-04 00:00:00,95922.86842404422
2025-05-05 00:00:00,94326.62048529249
2025-05-06 00:00:00,94758.8237105546
2025-05-07 00:00:00,96854.53198815876
2025-05-08 00:00:00,97026.49376966801
2025-05-09 00:00:00,103076.27555512934
2025-05-10 00:03:03,102983.4230923813
